120																																		
	Time	X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	X6	Y6	Z6	X3'	Y3'	Z3'	X6'	Y6'	Z6'									
5251	43.75	-1405.05139	487.9819	1477.37744	-1559.42712	424.85172	1193.36304	-1248.10547	437.79669	1155.84351	-1435.92407	905.51434	1499.64856	-1576.96375	934.65875	1206.86438	-1257.65649	1013.27728	1176.79346	-695.71527	605.24292	1077.29065	-693.34186	1210.40723	885.48511									
5252	43.758	-1404.90503	487.88086	1477.2854	-1559.25842	424.80246	1193.25549	-1247.92969	437.80356	1155.55457	-1436.04883	905.47229	1499.62512	-1576.7124	934.44568	1206.60596	-1257.31274	1013.11865	1176.61389	-696.13293	604.8302	1077.53088	-693.37671	1210.48218	885.44977									
5253	43.767	-1404.72803	487.65347	1477.19946	-1559.09717	424.85452	1193.15662	-1247.69226	437.7804	1155.23291	-1436.05774	905.30524	1499.52686	-1576.8595	935.06238	1206.86426	-1257.0603	1013.09009	1176.41895	-695.22937	605.03381	1077.16064	-693.3194	1210.52039	885.3656									
5254	43.775	-1404.64832	487.76767	1476.9834	-1558.98767	424.88162	1193.08582	-1247.51038	437.78912	1154.95105	-1436.16895	905.23773	1499.46643	-1576.23865	934.25958	1206.27417	-1256.8772	1013.20081	1176.50073	-695.12897	605.32416	1077.03662	-693.37421	1210.50623	885.42639									
5255	43.783	-1404.48059	487.59073	1476.88708	-1558.62268	424.69632	1192.89209	-1247.31226	437.71564	1154.67615	-1436.24463	905.17712	1499.47888	-1576.03406	934.15082	1206.0874	-1256.52966	1012.99036	1176.34229	-695.61377	604.84125	1077.31616	-693.34454	1210.34351	885.49255									
5256	43.792	-1404.31726	487.24652	1476.90027	-1558.42908	424.77734	1192.67346	-1247.04712	437.65222	1154.31055	-1436.2998	905.0437	1499.37219	-1575.84131	934.06866	1205.90894	-1256.23291	1012.90448	1176.16443	-694.73877	605.14337	1076.94116	-693.41199	1210.34155	885.53027	-717.88367	1089.97839	906.20648						
5257	43.8	-1404.24097	487.30609	1476.71497	-1558.25476	424.75	1192.56104	-1246.8324	437.71329	1153.94812	-1436.31177	904.89075	1499.23706	-1575.64014	933.99542	1205.72363	-1255.98926	1012.88416	1175.96021	-695.90302	604.97467	1077.41248	-693.35693	1210.47986	885.46338									
5258	43.808	-1404.06274	487.07159	1476.60046	-1557.82861	424.01935	1191.7207	-1246.60425	437.68829	1153.68872	-1436.32825	904.86621	1499.11902	-1575.81519	934.64087	1205.92004	-1255.69849	1012.88678	1175.72119	-695.46069	604.80634	1077.25928	-693.37622	1210.57373	885.37555									
5259	43.817	-1403.995	487.09052	1476.44177	-1557.66321	424.00394	1191.47058	-1246.34216	437.75931	1153.27295	-1436.33154	904.76794	1499.0481	-1575.57947	934.35687	1205.64795	-1255.40637	1012.79248	1175.46741	-695.46918	604.93243	1077.27588	-693.36517	1210.4563	885.40363									
5260	43.825	-1403.85083	486.98431	1476.40479	-1557.46973	424.0126	1191.20874	-1246.1123	437.58658	1153.02686	-1436.33301	904.63544	1499.03845	-1575.06213	933.52399	1205.14954	-1255.16345	1012.85223	1175.36584	-695.23505	604.93164	1077.18005	-693.36542	1210.35938	885.50934									
5261	43.833	-1403.35791	488.18256	1477.2865	-1557.25928	423.94421	1191.06567	-1245.89966	437.50397	1152.7489	-1436.29321	904.58118	1498.99768	-1575.16211	933.93091	1205.3269	-1254.92773	1012.78595	1175.08545	-695.56122	605.20776	1077.23328	-693.32288	1210.31299	885.52478									
5262	43.842	-1403.33765	486.20584	1476.78467	-1557.33936	424.85617	1191.70056	-1245.70227	437.48758	1152.26538	-1436.28455	904.46014	1498.86536	-1574.85083	933.6701	1204.97217	-1254.77771	1012.7923	1174.80273	-696.04938	604.71509	1077.51587	-693.31128	1210.48254	885.42645									
5263	43.85	-1403.28357	486.11374	1476.80481	-1557.2533	424.88257	1191.63196	-1245.4762	437.46356	1151.99121	-1436.2312	904.41608	1498.81335	-1574.75122	933.58215	1204.90747	-1254.4823	1012.64935	1174.4342	-695.68689	604.82892	1077.38257	-693.34204	1210.56775	885.38019									
5264	43.858	-1403.1106	485.94379	1476.72961	-1556.74524	424.96658	1191.42773	-1245.22974	437.38052	1151.849	-1436.2157	904.31317	1498.79529	-1574.56946	933.36981	1204.74744	-1254.31677	1012.55206	1174.38489	-696.25909	604.74512	1077.5968	-693.33362	1210.48035	885.47565									
5265	43.867	-1402.99316	485.96985	1476.46851	-1556.06409	424.94626	1191.09143	-1244.99109	437.28061	1151.67322	-1436.1864	904.26923	1498.72986	-1573.95435	932.42889	1204.26563	-1254.18994	1012.55212	1174.2887	-695.4931	605.15833	1077.21362	-693.34686	1210.32837	885.53638	-717.33313	1089.50073	906.37396						
5266	43.875	-1402.86401	485.82339	1476.38684	-1556.57593	424.82816	1191.12573	-1244.76965	437.20621	1151.43152	-1436.05005	904.17584	1498.66077	-1573.81238	932.20465	1204.07068	-1253.95361	1012.36731	1174.02551	-695.62659	604.79858	1077.36292	-693.36768	1210.35315	885.52197									
5267	43.883	-1402.74817	485.63797	1476.29041	-1556.12085	424.01257	1190.22375	-1244.5802	437.21878	1151.14111	-1436.01294	904.13324	1498.57532	-1573.6239	932.00415	1203.92529	-1253.68408	1012.21649	1173.7196	-695.57379	604.84906	1077.29846	-693.3266	1210.4928	885.41565									
5268	43.892	-1402.61157	485.45273	1476.21606	-1555.88892	424.04727	1190.04016	-1244.34241	437.04446	1150.93091	-1435.86829	903.95605	1498.42566	-1573.43811	931.69257	1203.68018	-1253.56995	1012.15668	1173.49756	-695.63385	604.62952	1077.39404	-693.35748	1210.55127	885.35431									
5269	43.9	-1402.54114	485.41064	1476.10059	-1555.85229	424.86862	1190.58899	-1244.08936	436.89597	1150.63684	-1435.77588	903.88531	1498.40173	-1573.65723	932.19574	1203.89673	-1253.44849	1012.02173	1173.31653	-695.34711	605.22083	1077.14331	-693.31403	1210.47009	885.42072									
5270	43.908	-1402.44507	485.1106	1476.13647	-1555.76965	424.87784	1190.57446	-1243.84192	436.83304	1150.50061	-1435.73645	903.84076	1498.42249	-1573.43909	931.96686	1203.80859	-1253.33447	1011.88177	1173.10571	-695.51855	604.75507	1077.32581	-693.33472	1210.29077	885.55231									
5271	43.917	-1402.41589	485.23459	1475.94434	-1555.68604	424.89395	1190.47522	-1243.63354	436.73648	1150.2926	-1435.61938	903.71216	1498.31946	-1573.28162	931.70667	1203.7262	-1253.10217	1011.72577	1172.68994	-695.59851	605.39667	1077.21704	-693.31256	1210.32117	885.52563	-717.49292	1088.85657	906.34485						
5272	43.925	-1402.46777	485.72192	1475.28857	-1555.37012	424.85172	1190.37463	-1243.40027	436.63632	1150.06079	-1435.48877	903.62598	1498.20898	-1573.1333	931.50208	1203.625	-1252.92786	1011.50739	1172.32068	-695.95502	604.86292	1077.45239	-693.32544	1210.50879	885.37244									
5273	43.933	-1402.25903	485.50177	1475.31189	-1554.80298	423.89597	1189.45532	-1243.21643	436.52872	1149.8584	-1435.32288	903.56049	1498.21826	-1572.93115	931.29822	1203.60852	-1252.83459	1011.40082	1171.94861	-695.80725	604.84796	1077.39441	-693.30621	1210.53235	885.37817									
5274	43.942	-1402.12439	485.55417	1475.15796	-1554.71497	423.89362	1189.29053	-1243.05188	436.33261	1149.60181	-1435.16699	903.40228	1498.1178	-1572.8269	931.10358	1203.58008	-1252.75183	1011.40387	1171.73499	-695.40845	605.15021	1077.1803	-693.31531	1210.38818	885.49182									
5275	43.95	-1401.93091	485.36179	1475.17749	-1554.52612	423.80597	1189.13647	-1242.91016	436.18137	1149.34595	-1435.01416	903.2605	1498.05225	-1572.4823	930.63037	1203.3219	-1252.66223	1011.34985	1171.55347	-695.31433	604.9978	1077.20154	-693.35828	1210.28552	885.51123									
5276	43.958	-1401.4353	486.84097	1476.38977	-1554.37366	423.74387	1189.08643	-1242.72961	436.09732	1149.09802	-1434.91443	903.2655	1498.05066	-1572.38452	930.4566	1203.26904	-1252.47974	1011.20819	1171.21729	-695.3244	604.80981	1077.23706	-693.40594	1210.46326	885.49323									
5277	43.967	-1401.65015	485.78372	1476.94751	-1554.20361	423.64951	1189.02014	-1242.55994	436.0856	1148.79126	-1434.75098	903.0799	1497.90186	-1572.2323	930.24365	1203.14673	-1252.2843	1010.93195	1170.82776	-694.74908	605.16559	1077.23621	-693.32532	1210.58789	885.37097									
5278	43.975	-1401.63367	485.56638	1476.92554	-1554.30188	424.55002	1189.72571	-1242.37317	436.00125	1148.58691	-1434.61108	903.06226	1497.84094	-1572.08923	930.0965	1203.0271	-1252.15942	1010.95636	1170.57813	-695.10925	605.03723	1077.07666	-693.36218	1210.51062	885.35254									
5279	43.983	-1401.6095	485.65271	1476.9231	-1554.18848	424.49231	1189.62769	-1242.18774	435.90887	1148.43445	-1434.47107	902.90942	1497.84253	-1571.97766	929.90387	1203.0376	-1251.99426	1010.78986	1170.33679	-695.46918	604.93243	1077.27588	-693.35242	1210.45044	885.44135									
5280	43.992	-1401.54749	485.453	1476.99817	-1554.08887	424.57483	1189.65491	-1242.00525	435.78702	1148.17126	-1434.34949	902.84125	1497.7832	-1571.79614	929.63446	1202.87683	-1251.79504	1010.56281	1169.98962	-696.11157	604.91858	1077.50732	-693.33112	1210.36292	885.56848	-717.1167	1089.99243	905.50958						
5281	44	-1401.48682	485.45691	1476.89441	-1553.78894	424.41437	1189.2804	-1241.81873	435.64288	1147.86414	-1434.16003	902.75726	1497.63611	-1571.66418	929.53662	1202.78015	-1251.67725	1010.57245	1169.7572	-695.80298	604.70313	1077.45117	-693.39404	1210.41211	885.47998									
5282	44.008	-1401.36267	485.34534	1476.88843	-1553.64685	424.44855	1189.24756	-1241.5968	435.51434	1147.58606	-1434.02124	902.71545	1497.58691	-1571.49963	929.40668	1202.67908	-1251.44934	1010.43811	1169.36572	-696.48608	604.70508	1077.69666	-693.3631	1210.59021	885.38141									
5283	44.017	-1401.1283	485.12964	1476.88245	-1553.48584	424.45007	1189.18811	-1241.44397	435.49402	1147.36304	-1433.82129	902.53741	1497.46497	-1571.33252	929.29315	1202.56494	-1251.26624	1010.38916	1169.06555	-695.43298	605.06207	1077.20508	-693.3302	1210.55249	885.38135									
5284	44.025	-1401.10645	485.03452	1476.79285	-1553.24939	424.50342	1189.04883	-1241.21033	435.39279	1147.12292	-1433.68445	902.52411	1497.44873	-1571.15088	929.10889	1202.50476	-1251.00464	1010.26697	1168.75171	-695.73773	604.84064	1077.40137	-693.341	1210.42749	885.47845	-717.33691	1089.34326	906.22668						
5285	44.033	-1400.97949	485.11484	1476.81519	-1553.08142	424.51236	1189.04675	-1241.04333	435.32993	1146.92053	-1433.47131	902.40796	1497.37463	-1570.95264	928.89081	1202.47998	-1250.76294	1010.28589	1168.51453	-696.06213	605.09601	1077.45752	-693.34113	1210.32007	885.54047									
5286	44.042	-1400.74707	485.0011	1476.67554	-1552.77954	424.43024	1189.05518	-1240.85559	435.31189	1146.7063	-1433.23584	902.32684	1497.25647	-1570.64758	928.68781	1202.31775	-1250.46216	1010.10895	1168.13037	-694.81873	604.96808	1077.32593	-693.34198	1210.41882	885.43774									
5287	44.05	-1400.39807	484.69458	1476.7207	-1552.46643	424.31665	1188.98657	-1240.63306	435.14639	1146.40381	-1433.14673	902.27441	1497.23242	-1569.96252	927.75641	1201.61584	-1250.0835	1010.06287	1167.74329	-695.62683	605.13544	1077.27234	-693.3302	1210.55164	885.36188									
5288	44.058	-1400.37048	484.78616	1476.78491	-1552.37158	424.24615	1189.01111	-1240.47864	435.03357	1146.19495	-1432.90454	902.13995	1497.1366	-1570.05151	928.28784	1201.93408	-1249.80627	1010.13245	1167.52734	-695.82977	604.63617	1077.47339	-693.38031	1210.53748	885.40948									
5289	44.067	-1400.00635	484.4903	1476.55151	-1552.32642	424.13669	1189.09155	-1240.2301	434.90222	1146.03076	-1432.74792	902.0036	1497.11609	-1569.82983	928.13391	1201.81433	-1249.54346	1010.05109	1167.32959	-695.45087	604.60291	1077.32349	-693.35522	1210.30408	885.54028	-716.20001	1088.69897	905.22168						
5290	44.075	-1399.87891	484.44373	1476.63818	-1551.94861	423.90567	1189.00403	-1240.05505	434.82925	1145.85022	-1432.51294	901.87292	1497.10413	-1569.52527	927.96478	1201.60999	-1249.20508	1010.11176	1167.0946	-695.78241	605.0011	1077.35852	-693.33643	1210.33643	885.52826									
5291	44.083	-1399.65588	484.38998	1476.58752	-1551.81689	423.8335	1189.04517	-1239.9032	434.86298	1145.58179	-1432.39258	901.88422	1497.05469	-1569.35327	927.86243	1201.43103	-1248.91992	1010.19525	1166.91431	-694.73877	605.14337	1076.94116	-693.32465	1210.44849	885.40161									
5292	44.092	-1399.58752	484.25208	1476.72363	-1551.71082	423.698	1189.16406	-1238.88928	435.85309	1145.96924	-1432.24231	901.79468	1497.00439	-1569.0155	927.83624	1201.29309	-1248.55322	1009.98798	1166.58447	-694.35205	605.67322	1076.98853	-693.32526	1210.57874	885.33441									
5293	44.1	-1399.43958	484.297	1476.67151	-1551.52917	423.53656	1189.11523	-1239.53369	434.76465	1145.22546	-1432.09265	901.68927	1496.96582	-1568.56726	927.56049	1201.0542	-1248.23828	1009.96948	1166.43347	-695.06116	605.21082	1077.02783	-693.30457	1210.46777	885.38873									
5294	44.108	-1399.0957	483.97375	1476.51257	-1551.18103	422.60504	1188.45142	-1239.34399	434.62656	1145.07605	-1431.81726	901.48419	1496.83557	-1567.71863	926.70825	1200.53418	-1247.83325	1009.71619	1166.02209	-695.92389	604.8291	1077.47974	-693.34943	1210.33435	885.46545									
5295	44.117	-1401.96655	482.67709	1477.30005	-1550.93286	422.32642	1188.51074	-1239.14282	434.57346	1144.92505	-1431.6571	901.44482	1496.80591	-1567.44409	926.71826	1200.45422	-1247.6073	1009.80298	1165.98279	-695.05139	605.32312	1077.005	-693.34088	1210.31738	885.52118									
5296	44.125	-1402.04309	482.52097	1477.40442	-1550.72266	422.08676	1188.51208	-1238.92041	434.45184	1144.64258	-1431.46326	901.37378	1496.66296	-1567.14514	926.75037	1200.30493	-1247.15454	1009.55212	1165.55103	-695.20691	604.83533	1077.5072	-693.28711	1210.51172	885.38965									
5297	44.133	-1397.91785	482.5365	1475.28003	-1550.52246	421.9296	1188.44043	-1238.72632	434.3847	1144.43701	-1431.21179	901.21539	1496.52917	-1566.83435	926.75104	1200.14758	-1246.93042	1009.68494	1165.45264	-695.75311	604.92041	1077.36011	-693.35736	1210.56335	885.32233									
5298	44.142	-1397.67773	482.34424	1475.38635	-1550.37305	421.74438	1188.41589	-1238.53601	434.28046	1144.26245	-1431.02979	901.13177	1496.50427	-1566.59766	926.70325	1200.09387	-1246.60327	1009.59149	1165.29065	-695.33282	605.0174	1077.17151	-693.33038	1210.49182	885.33948									
5299	44.15	-1397.51245	482.39325	1475.27954	-1550.53687	422.45718	1189.25476	-1237.60242	435.19809	1144.70215	-1430.85583	901.03748	1496.46716	-1566.63232	927.24335	1200.36194	-1246.17419	1009.2959	1164.9032	-695.30164	605.17053	1077.46179	-693.32562	1210.3252	885.5274									
5300	44.158	-1397.23242	482.06531	1475.35046	-1550.42542	422.34488	1189.23083	-1238.16406	434.13071	1143.97595	-1430.62244	900.91327	1496.28137	-1566.32678	927.12006	1200.15369	-1245.96899	1009.3819	1164.76172	-695.50879	604.86041	1077.3042	-693.37146	1210.37329	885.47894									
5301	44.167	-1397.11169	482.09726	1475.40222	-1550.38879	422.17737	1189.29956	-1238.0625	434.23233	1143.74829	-1430.40625	900.85944	1496.22314	-1565.66077	926.37085	1199.56848	-1245.67212	1009.29541	1164.57373	-695.1109	604.97394	1077.12207	-693.3526	1210.54248	885.40515									
5302	44.175	-1396.94897	482.0325	1475.41858	-1549.93921	421.85999	1189.2616	-1237.79321	434.13654	1143.61731	-1430.16797	900.79205	1496.11255	-1565.41724	926.35999	1199.39673	-1245.30798	1009.3371	1164.2334	-696.03387	604.61871	1077.52563	-693.3222	1210.59766	885.34271									
5303	44.183	-1396.73999	481.84824	1475.40442	-1549.67102	421.61676	1189.28162	-1237.59985	434.02783	1143.44128	-1429.9696	900.64856	1495.98315	-1565.1416	926.32159	1199.20398	-1244.97949	1009.26404	1164.07813	-695.98181	604.67078	1077.52991	-693.38873	1210.52771	885.40015									
5304	44.192	-1396.5426	481.78192	1475.45569	-1549.36926	421.34845	1189.35559	-1237.39661	433.81854	1143.33801	-1429.80847	900.61371	1495.92834	-1564.91187	926.3324	1199.1178	-1244.66858	1009.21423	1163.91089	-695.07959	604.91888	1077.11841	-693.37848	1210.41357	885.49524									
5305	44.2	-1396.79968	482.89584	1476.7041	-1548.97205	421.02667	1189.40515	-1237.21155	433.60947	1143.20471	-1429.69629	900.50464	1495.88782	-1565.03882	927.08276	1199.37646	-1244.37793	1009.32172	1163.86572	-695.32776	605.20654	1077.13782	-693.35211	1210.38257	885.45526									
5306	44.208	-1396.60657	482.79984	1476.6488	-1548.72156	419.94293	1188.74854	-1236.98975	433.46997	1143.06763	-1429.54541	900.56915	1495.66748	-1564.75208	927.13519	1199.19922	-1244.03613	1009.39044	1163.62866	-694.86292	604.93597	1077.02686	-693.36005	1210.50537	885.37799									
5307	44.217	-1396.37341	482.72543	1476.69092	-1548.49255	419.6958	1188.85278	-1236.78613	433.34375	1142.94714	-1429.33484	900.40662	1495.49109	-1564.49377	927.19421	1199.05298	-1243.77478	1009.46436	1163.55762	-695.34766	604.99487	1077.2157	-693.34119	1210.60327	885.34241									
5308	44.225	-1396.30566	482.73862	1476.67017	-1548.3064	419.44006	1188.9209	-1236.59595	433.19174	1142.86499	-1429.25854	900.29877	1495.44946	-1564.18408	927.08716	1198.86133	-1243.51782	1009.51849	1163.5249	-694.77112	605.18195	1077.24255	-693.3454	1210.51038	885.40161									
5309	44.233	-1395.97986	482.54898	1476.57483	-1548.15088	419.19928	1188.91406	-1236.41882	433.1088	1142.75122	-1429.03467	900.14813	1495.32007	-1564.01648	927.03192	1198.81458	-1243.16284	1009.4502	1163.39685	-695.69159	605.07489	1077.30896	-693.3338	1210.3562	885.47723	-717.35205	1088.29846	906.1438						
5310	44.242	-1395.6687	482.51111	1476.58606	-1547.9751	418.94238	1188.91687	-1236.26172	433.00079	1142.7218	-1428.87219	900.05511	1495.18542	-1563.73499	927.02277	1198.56091	-1242.94922	1009.45551	1163.25269	-695.42694	605.1651	1077.18542	-693.34741	1210.38818	885.47955									
5311	44.25	-1395.39075	482.37122	1476.7135	-1547.79565	418.6423	1188.96863	-1235.98987	432.92117	1142.53149	-1428.78577	899.99377	1495.04834	-1563.53625	927.01611	1198.39795	-1242.6969	1009.43085	1163.11035	-695.10925	605.03723	1077.07666	-693.37311	1210.55347	885.3595									
5312	44.258	-1395.22412	482.32358	1476.69128	-1547.66431	418.33524	1188.9646	-1235.85132	432.92999	1142.35034	-1428.67651	899.87671	1494.87329	-1563.22351	926.97107	1198.16284	-1242.36462	1009.28949	1162.86133	-696.21436	604.77228	1077.57397	-693.34937	1210.56897	885.34186	-717.23932	1089.28027	905.80945						
5313	44.267	-1395.08594	482.17041	1476.66968	-1548.06982	419.12793	1189.96436	-1235.63904	432.74011	1142.23132	-1428.51099	899.69873	1494.67676	-1562.95459	926.88953	1197.99316	-1242.20825	1009.41827	1162.9198	-695.30719	604.79297	1077.23279	-693.41876	1210.49329	885.4679									
5314	44.275	-1394.73181	481.97415	1476.68726	-1547.79993	418.75812	1189.92395	-1235.45593	432.56314	1142.13147	-1428.44177	899.61426	1494.60339	-1562.67078	926.84216	1197.73621	-1241.9613	1009.28119	1162.74402	-694.81738	605.27777	1077.24548	-693.31958	1210.36414	885.47418									
5315	44.283	-1394.67114	481.88428	1476.66553	-1547.67236	418.43918	1189.95422	-1235.24573	432.47446	1141.86768	-1428.30994	899.41583	1494.34607	-1562.06567	926.10724	1197.10657	-1241.73962	1009.30859	1162.672	-695.23376	605.18054	1077.10364	-693.33881	1210.43127	885.44287	-1548.74133	934.89771	1200.146						
5316	44.292	-1394.56091	481.8685	1476.6355	-1547.1731	418.00717	1189.77417	-1235.09216	432.33011	1141.70911	-1428.27063	899.3667	1494.16187	-1561.88391	926.12451	1196.90076	-1241.43579	1009.13312	1162.35168	-695.44586	605.05865	1077.21094	-693.36658	1210.59692	885.32416	-1548.56494	934.8692	1200.03101						
5317	44.3	-1394.32141	481.69974	1476.51855	-1547.08777	417.70285	1189.78821	-1234.03748	433.40506	1142.23279	-1428.19507	899.30963	1494.0282	-1562.11169	926.78955	1197.1637	-1241.26331	1009.0506	1162.31628	-695.38409	605.2381	1077.15564	-693.3512	1210.53748	885.36035									
5318	44.308	-1394.27344	481.63553	1476.55322	-1547.04944	417.4635	1189.73413	-1234.77502	432.1337	1141.42285	-1428.11963	899.21002	1493.91199	-1562.00439	926.8161	1197.00305	-1241.09863	1009.08435	1162.28162	-695.75946	604.89795	1077.36646	-693.32025	1210.38733	885.45752									
5319	44.317	-1394.17419	481.55789	1476.55249	-1546.51489	417.09924	1189.65222	-1234.60364	431.92203	1141.41235	-1428.02307	899.10175	1493.73962	-1561.46106	926.0387	1196.35693	-1240.90247	1008.88934	1162.06812	-695.39673	604.81879	1077.26526	-693.32751	1210.36865	885.47845	-1548.11145	935.16443	1199.21594						
5320	44.325	-1394.05139	481.42346	1476.49585	-1546.36255	416.77438	1189.51978	-1234.37793	431.81769	1141.22766	-1427.95703	898.99335	1493.59229	-1561.65417	926.64398	1196.67749	-1240.73328	1008.9043	1161.9563	-694.67084	605.26282	1077.18787	-693.39453	1210.4884	885.44928									
5321	44.333	-1394.02271	481.37436	1476.32385	-1546.17188	416.37576	1189.29431	-1234.18591	431.78873	1140.90088	-1427.90979	898.84436	1493.42712	-1561.44141	926.45032	1196.15454	-1240.56592	1008.82855	1161.8634	-696.21759	604.77313	1077.57507	-693.34106	1210.59155	885.31781									
5322	44.342	-1394.01147	481.32843	1476.33252	-1546.03296	416.17328	1189.21606	-1234.03809	431.52652	1140.72852	-1427.84424	898.73242	1493.28479	-1561.42773	926.32996	1196.11267	-1240.3988	1008.7182	1161.62061	-695.815	604.84735	1077.39758	-693.35199	1210.59534	885.33679									
5323	44.35	-1393.62	481.98495	1475.89478	-1545.72156	415.14474	1188.49719	-1233.87659	431.35052	1140.60461	-1427.82434	898.64288	1493.28149	-1561.2478	926.23712	1195.94666	-1240.32581	1008.62421	1161.58533	-694.73877	605.14337	1076.94116	-693.38922	1210.43982	885.45642									
5324	44.358	-1393.6377	481.9758	1475.79932	-1545.46667	414.76926	1188.52808	-1233.6853	431.21954	1140.42188	-1427.79602	898.552	1493.172	-1560.98315	926.13202	1195.59912	-1240.20129	1008.48254	1161.55286	-695.17761	605.14948	1077.08582	-693.37653	1210.36462	885.51801									
5325	44.367	-1393.95996	481.11389	1476.25647	-1545.21326	414.45535	1188.41699	-1233.50757	431.12073	1140.26208	-1427.66699	898.29077	1493.01001	-1560.55249	925.36945	1195.16956	-1240.10535	1008.51385	1161.34338	-695.23505	604.93164	1077.18005	-693.34772	1210.45105	885.45331									
5326	44.375	-1393.93201	481.03326	1476.28845	-1545.047	414.15616	1188.32129	-1232.52087	431.99594	1140.50977	-1427.60742	898.12939	1492.86792	-1560.77686	926.00061	1195.29822	-1240.02124	1008.36823	1161.23682	-695.25507	604.70111	1077.22681	-693.36511	1210.57422	885.34882									
5327	44.383	-1394.06128	480.88196	1476.27161	-1544.93701	413.86685	1188.25122	-1233.2052	431.04999	1139.95801	-1427.63953	898.13708	1492.87585	-1560.62268	925.87616	1195.18359	-1239.89307	1008.25262	1161.06726	-695.91907	604.93268	1077.42603	-693.31592	1210.58459	885.33813									
5328	44.392	-1393.53296	480.61948	1476.10938	-1544.81641	413.70108	1188.12817	-1233.05701	430.8504	1139.82178	-1427.53894	897.88867	1492.60754	-1560.55212	925.66077	1195.07739	-1239.76538	1008.01666	1160.8772	-696.5069	604.59558	1077.72351	-693.36115	1210.42358	885.46082									
5329	44.4	-1393.59509	480.5784	1476.19495	-1544.50488	414.2695	1188.66846	-1232.90308	430.76511	1139.66809	-1427.60217	897.91852	1492.62305	-1560.4585	925.58917	1194.93127	-1239.71118	1007.9516	1160.8374	-694.93768	605.36078	1076.95215	-693.42267	1210.42078	885.47424									
5330	44.408	-1393.57898	480.51486	1476.203	-1544.48474	414.14233	1188.6095	-1232.72729	430.62994	1139.44421	-1427.53979	897.66541	1492.46228	-1560.40002	925.45441	1194.7832	-1239.45032	1007.64313	1160.45227	-696.14111	604.66193	1077.56238	-693.38373	1210.45544	885.41565	-717.32477	1089.35327	905.81421						
5331	44.417	-1393.2627	480.33575	1475.97583	-1544.41882	414.05426	1188.54004	-1232.56177	430.61658	1139.15759	-1427.41809	897.43866	1492.26379	-1560.31323	925.33478	1194.61011	-1239.38477	1007.56995	1160.35168	-696.08032	604.50677	1077.59766	-693.36969	1210.56555	885.39087									
5332	44.425	-1393.47314	480.31903	1476.13831	-1544.39905	413.98868	1188.48022	-1232.40552	430.51761	1139.03894	-1427.39709	897.36804	1492.25964	-1560.23096	925.2337	1194.52087	-1239.31201	1007.44452	1160.28711	-695.70917	605.20013	1077.29529	-693.37048	1210.57129	885.35779									
5333	44.433	-1393.48718	480.20041	1476.18884	-1544.34338	413.92026	1188.44568	-1232.24646	430.38705	1138.94299	-1427.44458	897.30542	1492.24963	-1560.0824	925.01678	1194.4259	-1239.1239	1007.27936	1160.08276	-694.90692	605.34186	1076.94263	-693.40601	1210.44128	885.48999									
5334	44.442	-1393.39282	480.16492	1475.89148	-1544.2439	413.85818	1188.30127	-1232.03027	430.35358	1138.7533	-1427.45288	897.25171	1492.16711	-1559.5426	924	1193.88708	-1239.0188	1007.16357	1159.91919	-694.58807	605.07019	1077.21436	-693.31171	1210.43201	885.50537	-719.00775	1089.61951	907.52795	-1547.48279	934.67981	1197.5365			
5335	44.45	-1393.4696	480.01392	1476.10327	-1544.16272	413.81186	1188.18433	-1231.78577	430.11456	1138.64185	-1427.45166	897.16376	1492.09229	-1559.77124	924.61615	1194.03064	-1238.8241	1006.97589	1159.5531	-695.16473	604.81891	1077.17004	-693.32916	1210.42139	885.39856									
5336	44.458	-1393.45374	479.91592	1475.94312	-1543.57458	412.73993	1187.20166	-1231.62317	430.03867	1138.52539	-1427.45557	897.08496	1491.98486	-1559.64355	924.44574	1193.97717	-1238.67847	1006.87885	1159.34058	-695.9502	604.38226	1077.56519	-693.37488	1210.55005	885.37213	-718.39746	1089.43091	906.7179						
5337	44.467	-1393.44617	479.79883	1475.93604	-1543.44873	412.7196	1186.98486	-1231.32703	429.93555	1138.24817	-1427.45496	896.90796	1491.94836	-1559.45667	924.27301	1193.74194	-1238.57813	1006.78662	1159.19983	-695.60535	604.71826	1077.36755	-693.32141	1210.45544	885.41541									
5338	44.475	-1393.07263	479.50391	1475.7854	-1543.27844	412.64526	1186.86218	-1231.54138	429.94702	1138.00427	-1427.5033	896.83966	1491.8916	-1559.33997	924.07306	1193.61279	-1238.4187	1006.61951	1158.91846	-695.00946	604.95093	1077.08435	-693.33618	1210.36914	885.52325									
5339	44.483	-1393.09021	479.40466	1475.84338	-1543.58948	413.55597	1187.69482	-1230.83704	429.67322	1137.9696	-1427.53149	896.75873	1491.91602	-1559.21252	923.93964	1193.54468	-1238.23743	1006.52094	1158.54993	-695.30444	604.93921	1077.17297	-693.32312	1210.35999	885.53076									
5340	44.492	-1393.08569	479.33929	1475.8468	-1543.46936	413.51022	1187.53674	-1230.49658	429.47351	1137.81836	-1427.54236	896.60382	1491.7887	-1559.06067	923.80219	1193.33594	-1238.01733	1006.35693	1158.23193	-695.44586	605.05865	1077.21094	-693.32959	1210.45886	885.46088									
